ZipCode	primary_city	state	Latitude	Longitude
60194	Schaumburg	IL	42.03	-88.08
60415	Chicago Ridge	IL	41.7	-87.77
60515	Downers Grove	IL	41.79	-88.01
60517	Woodridge	IL	41.73	-88.04
60561	Darien	IL	41.74	-87.97
60610	Chicago	IL	41.91	-87.63
60611	Chicago	IL	41.9	-87.61
60654	Chicago	IL	41.89	-87.64
48152	Livonia	MI	42.42	-83.37
49855	Marquette	MI	46.55	-87.39
68505	Lincoln	NE	40.82	-96.62
55343	Hopkins	MN	44.92	-93.4
55404	Minneapolis	MN	44.96	-93.26
57701	Rapid City	SD	44.07	-103.23
57702	Rapid City	SD	44.05	-103.42
60090	Wheeling	IL	42.13	-87.92
60133	Hanover Park	IL	41.97	-88.14
55109	Saint Paul	MN	45.01	-93.03
55306	Burnsville	MN	44.73	-93.29
59404	Great Falls	MT	47.65	-111.38
59405	Great Falls	MT	47.29	-111.34
60004	Arlington Heights	IL	42.09	-87.98
60067	Palatine	IL	42.11	-88.04
60074	Palatine	IL	42.13	-88.03
60089	Buffalo Grove	IL	42.16	-87.96
70068	La Place	LA	30.16	-90.44
70081	Pilottown	LA	29.3	-89.3
70086	Saint James	LA	30.04	-90.87
70091	Venice	LA	29.27	-89.35
70123	New Orleans	LA	29.95	-90.21
70129	New Orleans	LA	30.06	-89.93
70131	New Orleans	LA	29.91	-89.96
70346	Donaldsonville	LA	30.09	-90.99
70358	Grand Isle	LA	29.24	-89.98
70392	Patterson	LA	29.69	-91.3
70426	Angie	LA	30.96	-89.81
70453	Pine Grove	LA	30.7	-90.77
70461	Slidell	LA	30.23	-89.72
70522	Centerville	LA	29.76	-91.42
70540	Garden City	LA	29.73	-91.46
70585	Turkey Creek	LA	30.88	-92.41
70591	Welsh	LA	30.23	-92.81
70639	Evans	LA	30.98	-93.5
70643	Grand Chenier	LA	29.76	-92.97
70655	Oberlin	LA	30.61	-92.76
70661	Starks	LA	30.31	-93.66
70711	Albany	LA	30.52	-90.61
70712	Angola	LA	30.96	-91.6
70723	Convent	LA	30.02	-90.82
70750	Krotz Springs	LA	30.53	-91.75
70807	Baton Rouge	LA	30.54	-91.22
70810	Baton Rouge	LA	30.33	-91.09
70817	Baton Rouge	LA	30.38	-90.98
71007	Bethany	LA	32.36	-93.99
71065	Pleasant Hill	LA	31.81	-93.51
71075	Springhill	LA	33	-93.46
71079	Summerfield	LA	32.93	-92.8
71107	Shreveport	LA	32.6	-93.86
71115	Shreveport	LA	32.27	-93.58
71119	Shreveport	LA	32.49	-93.93
71233	Delta	LA	32.33	-90.93
71243	Fort Necessity	LA	31.97	-91.81
71253	Kilbourne	LA	32.99	-91.31
71275	Simsboro	LA	32.53	-92.78
71303	Alexandria	LA	31.28	-92.55
71324	Chase	LA	32.09	-91.69
71353	Melville	LA	30.69	-91.74
71357	Newellton	LA	32.07	-91.23
71418	Columbia	LA	32.1	-92.07
71419	Converse	LA	31.78	-93.69
71425	Enterprise	LA	31.89	-91.88
71463	Oakdale	LA	30.81	-92.65
71602	White Hall	AR	34.27	-92.09
71630	Arkansas City	AR	33.6	-91.2
71652	Kingsland	AR	33.86	-92.29
71676	Wilmot	AR	33.05	-91.57
71725	Carthage	AR	34.07	-92.55
71747	Huttig	AR	33.04	-92.18
71749	Junction City	AR	33.02	-92.72
71770	Waldo	AR	33.35	-93.29
71826	Bradley	AR	33.09	-93.65
71828	Cale	AR	33.62	-93.23
71836	Foreman	AR	33.71	-94.39
71841	Gillham	AR	34.16	-94.31
71937	Cove	AR	34.43	-94.4
71941	Donaldson	AR	34.2	-92.93
71949	Jessieville	AR	34.7	-93.21
71962	Okolona	AR	34	-93.33
72005	Amagon	AR	35.56	-91.11
72025	Casa	AR	35.02	-93.04
72051	Fox	AR	35.76	-92.3
72055	Gillett	AR	34.11	-91.37
72108	Monroe	AR	34.69	-91.07
72122	Paron	AR	34.8	-92.85
72130	Prim	AR	35.66	-92.06
72166	Tichnor	AR	34.05	-91.23
72202	Little Rock	AR	34.73	-92.23
72206	Little Rock	AR	34.63	-92.23
72210	Little Rock	AR	34.71	-92.51
72212	Little Rock	AR	34.79	-92.42
72310	Armorel	AR	35.91	-89.74
72319	Gosnell	AR	35.96	-89.97
72328	Crumrod	AR	33.99	-91.09
72392	Wheatley	AR	34.91	-91.1
72426	Dell	AR	35.87	-90.04
72429	Fisher	AR	35.49	-90.97
72464	Saint Francis	AR	36.46	-90.14
72482	Williford	AR	36.25	-91.36
72533	Fifty Six	AR	36.02	-92.22
72543	Heber Springs	AR	35.5	-92.03
72554	Mammoth Spring	AR	36.49	-91.54
72572	Saffell	AR	35.9	-91.29
72613	Beaver	AR	36.47	-93.77
72629	Dennard	AR	35.72	-92.58
72630	Diamond City	AR	36.48	-92.9
72658	Norfork	AR	36.2	-92.28
72729	Evansville	AR	35.77	-94.46
72733	Gateway	AR	36.48	-93.93
72742	Kingston	AR	36.05	-93.52
72747	Maysville	AR	36.37	-94.58
72821	Altus	AR	35.44	-93.76
72823	Atkins	AR	35.24	-92.94
72841	Harvey	AR	34.86	-93.76
72856	Pelsor	AR	35.79	-93.08
72926	Boles	AR	34.71	-94.02
72943	Magazine	AR	35.15	-93.8
72955	Uniontown	AR	35.61	-94.44
72959	Winslow	AR	35.8	-94.13
73032	Dougherty	OK	34.39	-97.05
73041	Gotebo	OK	35.07	-98.87
73061	Morrison	OK	36.29	-97.01
73086	Sulphur	OK	34.5	-96.97
73128	Oklahoma City	OK	35.46	-97.66
73142	Oklahoma City	OK	35.62	-97.65
73150	Oklahoma City	OK	35.4	-97.33
73160	Oklahoma City	OK	35.33	-97.48
73301	Austin	TX	30.26	-97.74
73432	Coleman	OK	34.27	-96.42
73433	Elmore City	OK	34.62	-97.39
73442	Loco	OK	34.32	-97.68
73459	Thackerville	OK	33.79	-97.14
73547	Granite	OK	34.96	-99.37
73550	Hollis	OK	34.68	-99.91
73561	Oscar	OK	33.98	-97.75
73569	Terral	OK	33.89	-97.93
73646	Fay	OK	35.82	-98.65
73655	Lone Wolf	OK	34.99	-99.24
73663	Seiling	OK	36.14	-98.92
73668	Texola	OK	35.21	-99.98
73717	Alva	OK	36.8	-98.66
73757	Lucien	OK	36.28	-97.45
73758	Manchester	OK	36.99	-98.03
73762	Okarche	OK	35.72	-97.97
73835	Camargo	OK	36.01	-99.28
73844	Gate	OK	36.85	-100.05
73855	Rosston	OK	36.92	-99.87
73860	Waynoka	OK	36.58	-98.87
73932	Beaver	OK	36.81	-100.52
73946	Kenton	OK	36.94	-102.8
73949	Texhoma	OK	36.5	-101.78
73951	Tyrone	OK	36.95	-101.06
74016	Chelsea	OK	36.53	-95.43
74026	Davenport	OK	35.7	-96.76
74072	S Coffeyville	OK	36.99	-95.62
74074	Stillwater	OK	36.08	-97.07
74108	Tulsa	OK	36.14	-95.79
74117	Tulsa	OK	36.25	-95.9
74131	Tulsa	OK	36.05	-96.07
74137	Tulsa	OK	36.02	-95.93
74337	Chouteau	OK	36.18	-95.33
74338	Colcord	OK	36.26	-94.69
74359	Oaks	OK	36.17	-94.79
74360	Picher	OK	36.98	-94.83
74421	Beggs	OK	35.78	-96.02
74430	Crowder	OK	35.12	-95.66
74452	Peggs	OK	36.08	-95.1
74457	Proctor	OK	35.97	-94.78
74530	Bromide	OK	34.41	-96.49
74561	Quinton	OK	35.12	-95.36
74562	Rattan	OK	34.19	-95.41
74577	Whitesboro	OK	34.67	-94.81
74632	Braman	OK	36.92	-97.33
74640	Hunter	OK	36.56	-97.66
74651	Red Rock	OK	36.45	-97.17
74652	Shidler	OK	36.78	-96.65
74722	Battiest	OK	34.4	-94.93
74731	Cartwright	OK	33.85	-96.57
74734	Eagletown	OK	34.03	-94.57
74741	Hendrix	OK	33.77	-96.4
74824	Agra	OK	35.89	-96.87
74845	Hanna	OK	35.2	-95.88
74856	Mill Creek	OK	34.4	-96.82
74857	Newalla	OK	35.4	-97.17
74901	Arkoma	OK	35.33	-94.45
74943	Lequire	OK	35.1	-95.1
74963	Watson	OK	34.43	-94.55
74964	Watts	OK	36.11	-94.66
75022	Flower Mound	TX	33.02	-97.09
75032	Rockwall	TX	32.85	-96.44
75054	Grand Prairie	TX	32.59	-97.04
75076	Pottsboro	TX	33.77	-96.67
75104	Cedar Hill	TX	32.58	-96.95
75109	Corsicana	TX	32.08	-96.39
75121	Copeville	TX	33.08	-96.42
75140	Grand Saline	TX	32.67	-95.71
75249	Dallas	TX	32.64	-96.96
75252	Dallas	TX	33	-96.79
75253	Dallas	TX	32.67	-96.61
75323	Dallas	TX	32.96	-96.8
75334	Dallas	TX	32.67	-96.61
75358	Dallas	TX	32.94	-96.87
75411	Arthur City	TX	33.86	-95.65
75444	Golden	TX	32.72	-95.56
75455	Mount Pleasant	TX	33.16	-94.97
75459	Howe	TX	33.51	-96.61
75550	Annona	TX	33.58	-94.91
75556	Bloomburg	TX	33.13	-94.05
75564	Lodi	TX	32.86	-94.3
75636	Cason	TX	33.03	-94.81
75681	Mount Enterprise	TX	31.91	-94.68
75684	Overton	TX	32.27	-94.97
75692	Waskom	TX	32.47	-94.06
75751	Athens	TX	32.2	-95.85
75760	Cushing	TX	31.81	-94.84
75783	Quitman	TX	32.79	-95.44
75785	Rusk	TX	31.79	-95.14
75832	Cayuga	TX	31.95	-95.97
75834	Centralia	TX	31.26	-94.97
75848	Kirvin	TX	31.77	-96.33
75862	Trinity	TX	30.94	-95.37
75925	Alto	TX	31.65	-95.07
75932	Burkeville	TX	30.99	-93.66
75933	Call	TX	30.61	-93.87
75954	Joaquin	TX	31.96	-94.05
76023	Boyd	TX	33.08	-97.56
76041	Forreston	TX	32.24	-96.84
76055	Itasca	TX	32.15	-97.14
76067	Mineral Wells	TX	32.82	-98.07
76108	Fort Worth	TX	32.79	-97.52
76123	Fort Worth	TX	32.62	-97.39
76155	Fort Worth	TX	32.82	-97.05
76177	Fort Worth	TX	32.98	-97.31
76228	Bellevue	TX	33.63	-98.01
76244	Keller	TX	32.93	-97.28
76245	Gordonville	TX	33.84	-96.88
76268	Southmayd	TX	33.63	-96.77
76357	Byers	TX	34.07	-98.19
76372	Newcastle	TX	33.19	-98.74
76384	Vernon	TX	34.14	-99.3
76388	Weinert	TX	33.32	-99.67
76426	Bridgeport	TX	33.2	-97.75
76430	Albany	TX	32.72	-99.29
76431	Chico	TX	33.29	-97.79
76452	Energy	TX	31.75	-98.36
76531	Hamilton	TX	31.7	-98.12
76556	Milano	TX	30.7	-96.85
76565	Pottsville	TX	31.64	-98.35
76574	Taylor	TX	30.57	-97.41
76623	Avalon	TX	32.21	-96.75
76629	Bremond	TX	31.16	-96.67
76649	Iredell	TX	31.98	-97.87
76681	Richland	TX	31.92	-96.42
76705	Waco	TX	31.62	-97.1
76706	Waco	TX	31.48	-97.08
76795	Waco	TX	31.47	-97.24
76828	Burkett	TX	31.99	-99.22
76853	Lometa	TX	31.21	-98.39
76883	Telegraph	TX	30.33	-99.98
76886	Veribest	TX	31.47	-100.25
76932	Big Lake	TX	31.19	-101.45
76940	Mereta	TX	31.45	-100.14
76949	Silver	TX	32.07	-100.68
76950	Sonora	TX	30.57	-100.64
77058	Houston	TX	29.56	-95.1
77068	Houston	TX	30.01	-95.49
77094	Houston	TX	29.77	-95.68
77246	Houston	TX	29.64	-95.43
77250	Houston	TX	29.7	-95.53
77294	Houston	TX	29.86	-95.24
77332	Dallardsville	TX	30.65	-94.6
77363	Plantersville	TX	30.3	-95.84
77367	Riverside	TX	30.86	-95.4
77396	Humble	TX	29.94	-95.26
77401	Bellaire	TX	29.7	-95.46
77426	Chappell Hill	TX	30.12	-96.26
77428	Collegeport	TX	28.68	-96.16
77475	Sheridan	TX	29.51	-96.69
77541	Freeport	TX	28.95	-95.36
77545	Fresno	TX	29.53	-95.45
77585	Saratoga	TX	30.28	-94.52
77630	Orange	TX	30.1	-93.75
77650	Port Bolivar	TX	29.48	-94.57
77660	Spurger	TX	30.69	-94.17
77701	Beaumont	TX	30.07	-94.11
77705	Beaumont	TX	29.9	-94.16
77708	Beaumont	TX	30.15	-94.16
77713	Beaumont	TX	30.07	-94.25
77833	Brenham	TX	30.15	-96.39
77850	Concord	TX	31.26	-96.1
77853	Dime Box	TX	30.35	-96.81
77873	Richards	TX	30.54	-95.86
77950	Austwell	TX	28.39	-96.84
77961	Francitas	TX	28.86	-96.35
77975	Moulton	TX	29.57	-97.14
77994	Westhoff	TX	29.2	-97.46
78022	George West	TX	28.33	-98.11
78029	Kerrville	TX	30.16	-99.35
78045	Laredo	TX	27.83	-99.69
78076	Zapata	TX	26.89	-99.26
78102	Beeville	TX	28.4	-97.74
78133	Canyon Lake	TX	29.87	-98.26
78163	Bulverde	TX	29.77	-98.45
78164	Yorktown	TX	28.98	-97.5
78253	San Antonio	TX	29.47	-98.8
78260	San Antonio	TX	29.7	-98.49
78263	San Antonio	TX	29.36	-98.3
78264	San Antonio	TX	29.2	-98.49
78358	Fulton	TX	28.07	-97.04
78360	Guerra	TX	26.88	-98.88
78369	Mirando City	TX	27.37	-99
78377	Refugio	TX	28.3	-97.27
78410	Corpus Christi	TX	27.84	-97.6
78418	Corpus Christi	TX	27.63	-97.27
78521	Brownsville	TX	25.92	-97.48
78545	Falcon Heights	TX	26.59	-99.12
78578	Port Isabel	TX	26.07	-97.22
78588	San Isidro	TX	26.73	-98.39
78608	Briggs	TX	30.94	-97.93
78631	Harper	TX	30.3	-99.25
78659	Paige	TX	30.21	-97.11
78677	Wrightsboro	TX	29.35	-97.5
78717	Austin	TX	30.49	-97.75
78725	Austin	TX	30.23	-97.61
78736	Austin	TX	30.26	-97.96
78747	Austin	TX	30.13	-97.74
78836	Catarina	TX	28.35	-99.61
78851	Dryden	TX	30.03	-101.97
78886	Yancey	TX	29.15	-99.13
78933	Cat Spring	TX	29.84	-96.32
78947	Lexington	TX	30.41	-97
78951	Oakland	TX	29.59	-96.82
78953	Rosanky	TX	29.93	-97.3
79021	Cotton Center	TX	33.99	-101.99
79046	Higgins	TX	36.12	-100.02
79051	Kerrick	TX	36.48	-102.26
79087	Texline	TX	36.37	-103.01
79105	Amarillo	TX	35.69	-101.82
79108	Amarillo	TX	35.31	-101.69
79118	Amarillo	TX	35.11	-101.74
79119	Amarillo	TX	35.11	-102.02
79226	Clarendon	TX	34.93	-100.89
79229	Dickens	TX	33.62	-100.83
79247	Odell	TX	34.33	-99.41
79250	Petersburg	TX	33.87	-101.59
79314	Bledsoe	TX	33.61	-103.02
79325	Farwell	TX	34.39	-102.89
79360	Seminole	TX	32.71	-102.65
79370	Spur	TX	33.47	-100.85
79403	Lubbock	TX	33.64	-101.78
79407	Lubbock	TX	33.57	-102.08
79415	Lubbock	TX	33.7	-101.9
79423	Lubbock	TX	33.44	-101.86
79504	Baird	TX	32.39	-99.39
79505	Benjamin	TX	33.58	-99.79
79511	Coahoma	TX	32.29	-101.3
79567	Winters	TX	31.96	-99.93
79602	Abilene	TX	32.34	-99.67
79603	Abilene	TX	32.33	-99.93
79699	Abilene	TX	32.46	-99.72
79733	Forsan	TX	32.1	-101.37
79734	Fort Davis	TX	30.59	-103.9
79738	Gail	TX	32.77	-101.45
79770	Orla	TX	31.83	-103.91
79821	Anthony	TX	31.99	-106.59
79834	Big Bend National Park	TX	29.28	-103.18
79848	Sanderson	TX	30.15	-102.4
79932	El Paso	TX	31.87	-106.61
79934	El Paso	TX	31.95	-106.43
79942	El Paso	TX	30.58	-101.33
80016	Aurora	CO	39.6	-104.71
80018	Aurora	CO	39.69	-104.69
80025	Eldorado Springs	CO	39.94	-105.28
80026	Lafayette	CO	39.99	-105.09
80101	Agate	CO	39.47	-103.95
80102	Bennett	CO	39.75	-104.42
80127	Littleton	CO	39.57	-105.14
80132	Monument	CO	39.1	-104.85
80228	Denver	CO	39.69	-105.17
80237	Denver	CO	39.64	-104.9
80241	Thornton	CO	39.93	-104.95
80249	Denver	CO	39.85	-104.7
80302	Boulder	CO	40.04	-105.37
80303	Boulder	CO	39.97	-105.21
80304	Boulder	CO	40.05	-105.29
80426	Burns	CO	39.91	-107
80434	Cowdrey	CO	40.85	-106.3
80449	Hartsel	CO	39.02	-105.8
80465	Morrison	CO	39.65	-105.18
80516	Erie	CO	40.02	-105.04
80536	Livermore	CO	40.87	-105.37
80543	Milliken	CO	40.31	-104.85
80545	Red Feather Lakes	CO	40.8	-105.58
80612	Carr	CO	40.9	-104.87
80614	Eastlake	CO	39.92	-104.96
80653	Weldona	CO	40.35	-103.97
80721	Amherst	CO	40.68	-102.17
80732	Hereford	CO	40.97	-104.3
80735	Idalia	CO	39.7	-102.3
80737	Julesburg	CO	40.98	-102.26
80801	Anton	CO	39.75	-103.22
80802	Arapahoe	CO	38.85	-102.17
80817	Fountain	CO	38.66	-104.69
80820	Guffey	CO	38.75	-105.53
80908	Colorado Springs	CO	39.05	-104.69
80921	Colorado Springs	CO	39.02	-104.91
80926	Colorado Springs	CO	38.63	-104.9
80928	Colorado Springs	CO	38.63	-104.4
81027	Branson	CO	37.01	-103.87
81036	Eads	CO	38.48	-102.77
81040	Gardner	CO	37.78	-105.17
81047	Holly	CO	38.05	-102.12
81134	San Luis	CO	37	-105.53
81137	Ignacio	CO	37.11	-107.63
81153	San Pablo	CO	37.12	-105.36
81155	Villa Grove	CO	38.25	-105.95
81220	Cimarron	CO	38.37	-107.5
81235	Lake City	CO	38.07	-107.3
81240	Penrose	CO	38.43	-105.01
81251	Twin Lakes	CO	39.1	-106.47
81301	Durango	CO	37.27	-107.88
81325	Egnar	CO	37.92	-108.93
81329	Marvel	CO	37.12	-108.13
81411	Bedrock	CO	38.25	-108.98
81433	Silverton	CO	37.82	-107.64
81434	Somerset	CO	38.92	-107.43
81505	Grand Junction	CO	39.26	-108.53
81522	Gateway	CO	38.68	-108.99
81526	Palisade	CO	39.1	-108.35
81610	Dinosaur	CO	40.24	-109
81612	Aspen	CO	39.13	-106.84
81649	Red Cliff	CO	39.5	-106.36
81653	Slater	CO	40.99	-107.37
82054	Carpenter	WY	41.03	-104.34
82055	Centennial	WY	41.3	-106.11
82058	Garrett	WY	42.11	-105.6
82082	Pine Bluffs	WY	41.18	-104.06
82190	Yellowstone National Park	WY	44.57	-110.51
82218	Huntley	WY	41.94	-104.07
82221	Lagrange	WY	41.62	-104.34
82222	Lance Creek	WY	43.2	-104.65
82229	Shawnee	WY	42.88	-105.03
82310	Jeffrey City	WY	42.48	-107.84
82321	Baggs	WY	41.03	-107.65
82329	Medicine Bow	WY	41.89	-106.2
82336	Wamsutter	WY	41.66	-107.97
82423	Frannie	WY	44.97	-108.62
82442	Ten Sleep	WY	44.03	-107.44
82443	Thermopolis	WY	43.64	-108.21
82450	Wapiti	WY	44.47	-109.43
82513	Dubois	WY	43.53	-109.64
82520	Lander	WY	42.83	-108.72
82524	Saint Stephens	WY	42.95	-108.19
82615	Shirley Basin	WY	42.35	-106.21
82633	Douglas	WY	42.75	-105.39
82639	Kaycee	WY	43.7	-106.63
82649	Shoshoni	WY	43.23	-108.1
82712	Beulah	WY	44.53	-104.08
82716	Gillette	WY	44.46	-105.7
82725	Recluse	WY	44.77	-105.7
82732	Wright	WY	43.75	-105.49
82831	Arvada	WY	44.76	-106.09
82834	Buffalo	WY	44.34	-106.71
82838	Parkman	WY	44.96	-107.31
82922	Bondurant	WY	43.2	-110.41
82930	Evanston	WY	41.25	-110.96
82938	Mc Kinnon	WY	41.02	-109.93
82942	Point Of Rocks	WY	41.68	-108.78
83001	Jackson	WY	43.47	-110.76
83011	Kelly	WY	43.52	-110.46
83013	Moran	WY	43.84	-110.5
83014	Wilson	WY	43.5	-110.87
83115	Daniel	WY	42.87	-110.07
83116	Diamondville	WY	41.77	-110.53
83120	Freedom	WY	42.98	-111.04
83128	Alpine	WY	43.16	-111.01
83229	Cobalt	ID	45.11	-114.43
83237	Franklin	ID	42.03	-111.79
83238	Geneva	ID	42.36	-111.11
83278	Stanley	ID	44.26	-114.97
83312	Almo	ID	42.06	-113.59
83337	Hill City	ID	43.3	-115.02
83340	Ketchum	ID	43.77	-114.62
83342	Malta	ID	42.22	-113.29
83414	Alta	WY	43.75	-111.04
83428	Irwin	ID	43.33	-111.17
83452	Tetonia	ID	43.85	-111.11
83463	Gibbonsville	ID	45.6	-113.89
83469	Shoup	ID	45.39	-114.42
83501	Lewiston	ID	46.16	-116.92
83525	Elk City	ID	45.8	-115.51
83537	Kendrick	ID	46.64	-116.54
83547	Pollock	ID	45.31	-116.32
83601	Atlanta	ID	43.8	-115.15
83604	Bruneau	ID	42.52	-115.75
83628	Homedale	ID	43.59	-116.94
83671	Warren	ID	45.29	-115.59
83701	Boise	ID	43.62	-116.32
83716	Boise	ID	43.54	-115.92
83726	Boise	ID	43.43	-116
83731	Boise	ID	43.74	-116.2
83826	Eastport	ID	48.98	-116.19
83832	Genesee	ID	46.56	-116.88
83846	Mullan	ID	47.46	-115.74
83854	Post Falls	ID	47.78	-117.02
84023	Dutch John	UT	40.94	-109.19
84028	Garden City	UT	41.93	-111.42
84034	Ibapah	UT	40.06	-113.88
84109	Salt Lake City	UT	40.7	-111.71
84116	Salt Lake City	UT	40.81	-111.94
84121	Salt Lake City	UT	40.62	-111.71
84128	Salt Lake City	UT	40.7	-112.05
84201	Ogden	UT	41.24	-111.99
84244	Ogden	UT	41.26	-111.96
84308	Cornish	UT	41.96	-112
84313	Grouse Creek	UT	41.68	-113.83
84315	Hooper	UT	41.15	-112.14
84323	Logan	UT	41.68	-111.64
84403	Ogden	UT	41.18	-111.91
84404	Ogden	UT	41.24	-112.13
84405	Ogden	UT	41.15	-111.98
84414	Ogden	UT	41.31	-111.96
84515	Cisco	UT	38.98	-109.13
84529	Kenilworth	UT	39.68	-110.82
84536	Monument Valley	UT	37.08	-110.25
84537	Orangeville	UT	39.32	-111.22
84604	Provo	UT	40.33	-111.57
84635	Hinckley	UT	39.4	-112.72
84647	Mount Pleasant	UT	39.55	-111.39
84657	Sigurd	UT	38.8	-111.88
84728	Garrison	UT	39.3	-113.91
84734	Hanksville	UT	38.27	-110.75
84784	Hildale	UT	37.03	-112.96
85039	Phoenix	AZ	33.49	-112.28
85045	Phoenix	AZ	33.3	-112.1
85054	Phoenix	AZ	33.67	-111.95
85087	New River	AZ	33.95	-112.07
85139	Maricopa	AZ	32.98	-112.11
85145	Red Rock	AZ	32.57	-111.36
85190	Tortilla Flat	AZ	33.52	-111.38
85192	Winkelman	AZ	32.88	-110.66
85239	Maricopa	AZ	33.02	-112.04
85245	Red Rock	AZ	32.62	-111.37
85262	Scottsdale	AZ	33.84	-111.81
85292	Winkelman	AZ	32.94	-110.72
85336	Gadsden	AZ	32.55	-114.79
85341	Lukeville	AZ	31.88	-112.8
85360	Wikieup	AZ	34.79	-113.37
85377	Carefree	AZ	33.82	-111.9
85534	Duncan	AZ	32.76	-109.07
85544	Pine	AZ	34.32	-111.54
85618	Mammoth	AZ	32.68	-110.62
85620	Naco	AZ	31.34	-109.94
85632	San Simon	AZ	32	-109.21
85634	Sells	AZ	32	-111.93
85735	Tucson	AZ	32.06	-111.42
85736	Tucson	AZ	31.9	-111.36
85739	Tucson	AZ	32.54	-110.95
85744	Tucson	AZ	32.04	-110.67
85920	Alpine	AZ	33.86	-109.18
85922	Blue	AZ	33.52	-109.21
85931	Forest Lakes	AZ	34.42	-110.91
85942	Woodruff	AZ	34.74	-109.95
86021	Colorado City	AZ	36.97	-112.98
86024	Happy Jack	AZ	34.73	-111.15
86028	Petrified Forest Natl Pk	AZ	35.07	-109.76
86320	Ash Fork	AZ	35.13	-112.52
86321	Bagdad	AZ	34.5	-113.07
86335	Rimrock	AZ	34.68	-111.7
86343	Crown King	AZ	34.2	-112.34
86406	Lake Havasu City	AZ	34.44	-114.24
86427	Fort Mohave	AZ	35.01	-114.58
86432	Littlefield	AZ	36.9	-113.94
86435	Supai	AZ	36.15	-112.63
86510	Pinon	AZ	36.2	-110.23
86514	Teec Nos Pos	AZ	36.89	-109.37
86515	Window Rock	AZ	35.69	-108.98
86555	Douglas	AZ	31.38	-109.55
87009	Cedarvale	NM	34.37	-105.7
87011	Claunch	NM	34.14	-105.99
87029	Lindrith	NM	36.3	-107.04
87045	Prewitt	NM	35.36	-108.04
87105	Albuquerque	NM	34.98	-106.61
87121	Albuquerque	NM	35.09	-106.9
87123	Albuquerque	NM	35.07	-106.47
87144	Rio Rancho	NM	35.32	-106.71
87315	Fence Lake	NM	34.65	-108.67
87328	Navajo	NM	35.89	-109.03
87364	Sheep Springs	NM	36.14	-108.7
87365	Smith Lake	NM	35.77	-107.98
87412	Blanco	NM	36.7	-107.48
87418	La Plata	NM	36.92	-108.19
87455	Newcomb	NM	36.28	-108.7
87461	Sanostee	NM	36.43	-108.87
87524	Costilla	NM	36.97	-105.53
87528	Dulce	NM	36.93	-106.99
87569	Serafina	NM	35.35	-105.3
87583	Villanueva	NM	35.26	-105.36
87724	La Loma	NM	35.17	-105.08
87733	Mosquero	NM	35.77	-103.95
87740	Raton	NM	36.88	-104.44
87742	Rociada	NM	35.83	-105.42
87824	Luna	NM	33.81	-108.95
87827	Pie Town	NM	34.33	-108.28
87830	Reserve	NM	33.7	-108.76
87832	San Antonio	NM	33.91	-106.86
87937	Hatch	NM	32.66	-107.15
87939	Monticello	NM	33.39	-107.45
87940	Rincon	NM	32.67	-107.06
87943	Winston	NM	33.38	-107.74
88039	Glenwood	NM	33.31	-108.88
88056	Rodeo	NM	31.83	-109.03
88063	Sunland Park	NM	31.79	-106.57
88081	Chaparral	NM	32.04	-106.44
88114	Crossroads	NM	33.51	-103.33
88120	Grady	NM	34.82	-103.31
88135	Texico	NM	34.38	-103.05
88136	Yeso	NM	34.43	-104.6
88201	Roswell	NM	33.64	-104.38
88240	Hobbs	NM	32.73	-103.16
88250	Hope	NM	32.81	-104.73
88252	Jal	NM	32.11	-103.18
88321	Encino	NM	34.65	-105.45
88342	Orogrande	NM	32.39	-106.11
88351	Tinnie	NM	33.55	-105.09
88419	Folsom	NM	36.84	-103.91
88427	Mcalister	NM	34.77	-103.77
88430	Nara Visa	NM	35.6	-103.09
88435	Santa Rosa	NM	34.94	-104.67
88510	El Paso	TX	31.84	-106.43
88901	The Lakes	NV	36.14	-115.28
89010	Dyer	NV	37.68	-117.93
89024	Mesquite	NV	36.77	-113.99
89029	Laughlin	NV	35.1	-114.71
89045	Round Mountain	NV	38.79	-117.11
89112	Las Vegas	NV	36.11	-115.01
89141	Las Vegas	NV	35.97	-115.21
89166	Las Vegas	NV	36.38	-115.51
89310	Austin	NV	39.54	-117.19
89311	Baker	NV	38.9	-114.2
89316	Eureka	NV	39.82	-116.19
89317	Lund	NV	38.8	-115.03
89402	Crystal Bay	NV	39.23	-120
89404	Denio	NV	41.9	-118.67
89422	Mina	NV	38.18	-118.45
89438	Valmy	NV	40.8	-117.09
89510	Reno	NV	39.91	-119.68
89521	Reno	NV	39.38	-119.67
89523	Reno	NV	39.52	-119.92
89703	Carson City	NV	39.16	-119.86
89704	Washoe Valley	NV	39.26	-119.79
89714	Carson City	NV	39.13	-119.66
89721	Carson City	NV	38.97	-119.72
89820	Battle Mountain	NV	40.47	-117.03
89832	Owyhee	NV	41.91	-116.18
89883	West Wendover	NV	40.87	-114.15
90040	Los Angeles	CA	33.99	-118.14
90041	Los Angeles	CA	34.13	-118.2
90049	Los Angeles	CA	34.08	-118.49
90061	Los Angeles	CA	33.92	-118.27
90101	Los Angeles	CA	33.99	-118.16
90103	Los Angeles	CA	33.99	-118.16
90189	Los Angeles	CA	34.06	-118.25
90239	Downey	CA	33.93	-118.11
90265	Malibu	CA	34.06	-118.81
90275	Rancho Palos Verdes	CA	33.75	-118.31
90290	Topanga	CA	34.1	-118.6
90302	Inglewood	CA	33.97	-118.35
